travel_time_min,origin_id,dest_id
12.1,37,60
19.1,38,60
10.6,39,60
9,40,60
7.4,41,60
8.8,42,60
8.9,43,60
9.9,44,60
10.7,45,60
13.2,46,60
14.1,47,60
10.4,48,60
8.1,49,60
6.3,50,60
6.6,51,60
6.5,52,60
5.9,53,60
6.2,54,60
7.4,55,60
10.3,56,60
16.6,57,60
6.1,58,60
3.7,59,60
6.199999999999999,0,60
17.950000000000003,1,0
13.15,2,0
13.8,3,0
11.5,4,0
15.9,5,0
12.95,6,0
14.75,7,0
16,8,0
17.549999999999997,9,0
9.4,10,0
14.55,11,0
15.8,12,0
20.25,13,0
13.4,14,0
13.2,15,0
18.5,16,0
20.1,17,0
11.7,18,0
8.7,19,0
12.55,20,0
16.4,21,0
6.4,22,0
10.25,23,0
12.600000000000001,24,0
13.15,25,0
13.55,26,0
9.15,27,0
9.45,28,0
12.05,29,0
12.25,30,0
17.25,31,0
7.699999999999999,32,0
8.600000000000001,33,0
9.5,34,0
9.6,35,0
9.6,36,0
12,37,0
18.450000000000003,38,0
7.6,39,0
5.65,40,0
4.3,41,0
8.35,42,0
8.6,43,0
9.8,44,0
10.6,45,0
13.1,46,0
14,47,0
7.4,48,0
5.15,49,0
4.85,50,0
3.95,51,0
4.449999999999999,52,0
5.800000000000001,53,0
6.1,54,0
7.300000000000001,55,0
10.2,56,0
16.5,57,0
4.85,58,0
3.3,59,0
6.050000000000001,60,0
